file_name,class_name,method_name,comments,attributes
"['cameraconfigurationmanager', 'camera', 'configuration', 'manager']","['cameraconfigurationmanager', 'camera', 'configuration', 'manager']","['initfromcameraparameters', 'setdesiredcameraparameters', 'getcameraresolution', 'getscreenresolution', 'getpreviewformat', 'getpreviewformatstring', 'getcameraresolution', 'findbestpreviewsizevalue', 'findbestmotzoomvalue', 'setflash', 'setzoom', 'init', 'camera', 'parameters', 'set', 'desired', 'camera', 'parameters', 'get', 'camera', 'resolution', 'get', 'screen', 'resolution', 'get', 'preview', 'format', 'get', 'preview', 'format', 'string', 'get', 'camera', 'resolution', 'find', 'best', 'preview', 'size', 'value', 'find', 'best', 'mot', 'zoom', 'value', 'set', 'flash', 'set', 'zoom']","['reads', 'one', 'time', 'values', 'camera', 'needed', 'app', 'sets', 'camera', 'take', 'preview', 'images', 'used', 'preview', 'decoding', 'detect', 'preview', 'format', 'buildluminancesource', 'build', 'appropriate', 'luminancesource', 'subclass', 'future', 'may', 'want', 'force', 'yuvsp', 'smallest', 'planar', 'used', 'barcode', 'scanning', 'without', 'copy', 'cases', 'setsharpness', 'parameters', 'saw', 'xperia', 'ensure', 'camera', 'resolution', 'multiple', 'screen', 'may', 'fixme', 'hack', 'turn', 'flash', 'samsung', 'galaxy', 'hack', 'hack', 'work', 'around', 'different', 'value', 'behold', 'ii', 'restrict', 'behold', 'ii', 'check', 'cupcake', 'per', 'samsung', 'advice', 'build', 'model', 'contains', 'behold', 'ii', 'cameramanager', 'build', 'cupcake', 'cupcake', 'standard', 'setting', 'turn', 'flash', 'devices', 'honor', 'set', 'zoom', 'helps', 'encourage', 'user', 'pull', 'back', 'devices', 'like', 'behold', 'zoom', 'parameter', 'devices', 'like', 'hero', 'appear', 'expose', 'zoom', 'parameter', 'takes', 'values', 'like', 'appears', 'mean', 'zoom', 'setsharpness', 'camera', 'parameters', 'parameters', 'desiredsharpness', 'string', 'maxsharpnessstring', 'parameters', 'get', 'sharpness', 'max', 'maxsharpnessstring', 'maxsharpness', 'integer', 'parseint', 'maxsharpnessstring', 'desiredsharpness', 'maxsharpness', 'desiredsharpness', 'maxsharpness', 'numberformatexception', 'nfe', 'log', 'tag', 'bad', 'sharpness', 'max', 'maxsharpnessstring', 'parameters', 'set', 'sharpness', 'desiredsharpness', 'build', 'luminance', 'source', 'luminance', 'source', 'yuv', 'sp', 'set', 'sharpness', 'camera', 'manager', 'sdk', 'version', 'codes', 'set', 'sharpness', 'desired', 'sharpness', 'desired', 'sharpness', 'max', 'sharpness', 'string', 'max', 'sharpness', 'string', 'max', 'sharpness', 'parse', 'max', 'sharpness', 'string', 'desired', 'sharpness', 'max', 'sharpness', 'desired', 'sharpness', 'max', 'sharpness', 'number', 'format', 'exception', 'max', 'sharpness', 'string', 'desired', 'sharpness']","['tag', 'context', 'screenresolution', 'cameraresolution', 'previewformat', 'previewformatstring', 'ten', 'desired', 'zoom', 'desired', 'sharpness', 'comma', 'pattern', 'screen', 'resolution', 'camera', 'resolution', 'preview', 'format', 'preview', 'format', 'string']"
"['cameramanager', 'camera', 'manager']","['cameramanager', 'camera', 'manager']","['init', 'get', 'cameramanager', 'opendriver', 'closedriver', 'startpreview', 'stoppreview', 'requestpreviewframe', 'requestautofocus', 'getframingrect', 'getframingrectinpreview', 'buildluminancesource', 'camera', 'manager', 'open', 'driver', 'close', 'driver', 'start', 'preview', 'stop', 'preview', 'request', 'preview', 'frame', 'request', 'auto', 'focus', 'get', 'framing', 'rect', 'get', 'framing', 'rect', 'preview', 'build', 'luminance', 'source']","['object', 'wraps', 'camera', 'service', 'object', 'expects', 'one', 'talking', 'implementation', 'encapsulates', 'steps', 'needed', 'take', 'preview', 'sized', 'images', 'used', 'preview', 'decoding', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'later', 'use', 'build', 'version', 'safe', 'preview', 'frames', 'delivered', 'pass', 'registered', 'handler', 'make', 'sure', 'clear', 'handler', 'receive', 'one', 'message', 'autofocus', 'callbacks', 'arrive', 'dispatched', 'handler', 'requested', 'initializes', 'object', 'context', 'calling', 'activity', 'param', 'context', 'activity', 'wants', 'use', 'camera', 'gets', 'cameramanager', 'singleton', 'instance', 'reference', 'cameramanager', 'singleton', 'camera', 'setoneshotpreviewcallback', 'race', 'condition', 'cupcake', 'use', 'older', 'camera', 'setpreviewcallback', 'earlier', 'donut', 'later', 'need', 'use', 'efficient', 'one', 'shot', 'callback', 'older', 'one', 'swamp', 'system', 'cause', 'run', 'memory', 'use', 'introduced', 'donut', 'sdk', 'useoneshotpreviewcallback', 'integer', 'parseint', 'build', 'version', 'sdk', 'build', 'cupcake', 'cupcake', 'opens', 'camera', 'driver', 'initializes', 'hardware', 'parameters', 'param', 'holder', 'surface', 'object', 'camera', 'draw', 'preview', 'frames', 'ioexception', 'indicates', 'camera', 'driver', 'failed', 'open', 'closes', 'camera', 'driver', 'still', 'use', 'asks', 'camera', 'hardware', 'begin', 'drawing', 'preview', 'frames', 'screen', 'tells', 'camera', 'stop', 'drawing', 'preview', 'frames', 'single', 'preview', 'frame', 'returned', 'handler', 'supplied', 'data', 'arrive', 'message', 'obj', 'field', 'width', 'height', 'encoded', 'message', 'arg', 'message', 'arg', 'respectively', 'param', 'handler', 'handler', 'send', 'message', 'param', 'message', 'field', 'message', 'sent', 'asks', 'camera', 'hardware', 'perform', 'autofocus', 'param', 'handler', 'handler', 'notify', 'autofocus', 'completes', 'param', 'message', 'message', 'deliver', 'log', 'tag', 'requesting', 'auto', 'focus', 'callback', 'calculates', 'framing', 'rect', 'ui', 'draw', 'show', 'user', 'place', 'barcode', 'target', 'helps', 'alignment', 'well', 'forces', 'user', 'hold', 'device', 'far', 'enough', 'away', 'ensure', 'image', 'focus', 'rectangle', 'draw', 'screen', 'window', 'coordinates', 'like', 'link', 'getframingrect', 'coordinates', 'terms', 'preview', 'frame', 'ui', 'screen', 'converts', 'result', 'points', 'still', 'resolution', 'coordinates', 'screen', 'coordinates', 'param', 'points', 'points', 'returned', 'reader', 'subclass', 'result', 'getresultpoints', 'array', 'points', 'scaled', 'size', 'framing', 'rect', 'offset', 'appropriately', 'drawn', 'screen', 'coordinates', 'point', 'convertresultpoints', 'resultpoint', 'points', 'rect', 'frame', 'getframingrectinpreview', 'count', 'points', 'length', 'point', 'output', 'point', 'count', 'count', 'output', 'point', 'output', 'frame', 'left', 'points', 'getx', 'output', 'frame', 'top', 'points', 'gety', 'output', 'factory', 'method', 'build', 'appropriate', 'luminancesource', 'object', 'based', 'format', 'preview', 'buffers', 'described', 'camera', 'parameters', 'param', 'data', 'preview', 'frame', 'param', 'width', 'width', 'image', 'param', 'height', 'height', 'image', 'planaryuvluminancesource', 'instance', 'standard', 'android', 'format', 'devices', 'required', 'support', 'theory', 'one', 'ever', 'care', 'format', 'never', 'seen', 'wild', 'compatible', 'care', 'channel', 'allow', 'samsung', 'moment', 'incorrectly', 'uses', 'variant', 'instead', 'sp', 'version', 'fortunately', 'data', 'front', 'read', 'sdk', 'camera', 'manager', 'camera', 'manager', 'set', 'one', 'shot', 'preview', 'callback', 'set', 'preview', 'callback', 'sdk', 'use', 'one', 'shot', 'preview', 'callback', 'parse', 'version', 'codes', 'io', 'exception', 'get', 'framing', 'rect', 'get', 'result', 'points', 'convert', 'result', 'points', 'result', 'point', 'get', 'framing', 'rect', 'preview', 'get', 'get', 'luminance', 'source', 'planar', 'yuv', 'luminance', 'source']","['tag', 'cameramanager', 'context', 'configmanager', 'camera', 'framingrect', 'framingrectinpreview', 'initialized', 'previewing', 'useoneshotpreviewcallback', 'previewcallback', 'autofocuscallback', 'min', 'frame', 'width', 'min', 'frame', 'height', 'max', 'frame', 'width', 'max', 'frame', 'height', 'camera', 'manager', 'sdk', 'config', 'manager', 'framing', 'rect', 'framing', 'rect', 'preview', 'use', 'one', 'shot', 'preview', 'callback', 'preview', 'callback', 'auto', 'focus', 'callback']"
"['flashlightmanager', 'flashlight', 'manager']","['flashlightmanager', 'flashlight', 'manager']","['flashlightmanager', 'gethardwareservice', 'getsetflashenabledmethod', 'maybegetmethod', 'invoke', 'enableflashlight', 'disableflashlight', 'setflashlight', 'flashlight', 'manager', 'get', 'hardware', 'service', 'get', 'set', 'flash', 'enabled', 'method', 'maybe', 'get', 'method', 'enable', 'flashlight', 'disable', 'flashlight', 'set', 'flashlight']","['used', 'activate', 'weak', 'light', 'camera', 'phones', 'flash', 'order', 'illuminate', 'surfaces', 'scanning', 'official', 'way', 'classes', 'allow', 'access', 'function', 'still', 'exist', 'devices', 'therefore', 'proceeds', 'great', 'deal', 'reflection', 'see', 'href', 'http', 'almondmendoza', 'com', 'changing', 'screen', 'brightness', 'programatically', 'http', 'almondmendoza', 'com', 'changing', 'screen', 'brightness', 'programatically', 'href', 'http', 'code', 'google', 'com', 'droidled', 'source', 'browse', 'trunk', 'src', 'com', 'droidled', 'demo', 'droidled', 'java', 'http', 'code', 'google', 'com', 'droidled', 'source', 'browse', 'trunk', 'src', 'com', 'droidled', 'demo', 'droidled', 'java', 'thanks', 'ryan', 'alford', 'pointing', 'availability', 'ok', 'ok', 'droid', 'led', 'droid', 'led']","['tag', 'ihardwareservice', 'setflashenabledmethod', 'hardware', 'service', 'set', 'flash', 'enabled', 'method']"
"['previewcallback', 'preview', 'callback']","['previewcallback', 'preview', 'callback']","['sethandler', 'onpreviewframe', 'set', 'handler', 'preview', 'frame']",[],"['tag', 'configmanager', 'useoneshotpreviewcallback', 'previewhandler', 'previewmessage', 'config', 'manager', 'use', 'one', 'shot', 'preview', 'callback', 'preview', 'handler', 'preview', 'message']"
"['encodeactivity', 'encode', 'activity']","['encodeactivity', 'encode', 'activity']","['ongloballayout', 'handlemessage', 'oncreate', 'oncreateoptionsmenu', 'onoptionsitemselected', 'makebarcodefilename', 'onresume', 'showerrormessage', 'global', 'layout', 'handle', 'message', 'create', 'create', 'options', 'menu', 'options', 'item', 'selected', 'make', 'barcode', 'file', 'name', 'resume', 'show', 'error', 'message']","['encodes', 'data', 'intent', 'qr', 'code', 'displays', 'full', 'screen', 'another', 'person', 'scan', 'device', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'needs', 'delayed', 'first', 'layout', 'view', 'dimensions', 'available', 'qrcodeencoder', 'odd', 'nothing', 'qr', 'code', 'encoder']","['tag', 'qrcodeencoder', 'firstlayout', 'layoutlistener', 'handler', 'share', 'barcode', 'dimension', 'max', 'barcode', 'filename', 'length', 'qr', 'code', 'encoder', 'first', 'layout', 'layout', 'listener']"
"['encodethread', 'encode', 'thread']","['encodethread', 'encode', 'thread']",['run'],[],"['tag', 'contents', 'handler', 'pixelresolution', 'format', 'pixel', 'resolution']"
"['qrcodeencoder', 'qr', 'code', 'encoder']","['qrcodeencoder', 'qr', 'code', 'encoder']","['requestbarcode', 'getcontents', 'getdisplaycontents', 'gettitle', 'getformat', 'encodecontentsfromzxingintent', 'encodecontentsfromshareintent', 'encodeqrcodecontents', 'encodeqrcodecontents', 'encodeasbitmap', 'guessappropriateencoding', 'trim', 'escapemecard', 'request', 'barcode', 'get', 'contents', 'get', 'display', 'contents', 'get', 'title', 'get', 'format', 'encode', 'contents', 'xing', 'intent', 'encode', 'contents', 'share', 'intent', 'encode', 'qr', 'code', 'contents', 'encode', 'qr', 'code', 'contents', 'encode', 'bitmap', 'guess', 'appropriate', 'encoding', 'escape', 'mecard']","['work', 'decoding', 'user', 'request', 'extracting', 'data', 'encoded', 'barcode', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'would', 'nice', 'string', 'encoding', 'lived', 'core', 'zxing', 'library', 'use', 'platform', 'specific', 'code', 'like', 'phonenumberutils', 'format', 'given', 'ignore', 'handles', 'send', 'intents', 'contacts', 'app', 'retrieving', 'contact', 'vcard', 'uri', 'found', 'intent', 'make', 'sure', 'encoded', 'least', 'one', 'field', 'must', 'use', 'bundle', 'getfloat', 'getdouble', 'part', 'api', 'make', 'sure', 'encoded', 'least', 'one', 'field', 'black', 'crude', 'moment', 'xing', 'phone', 'number', 'utils', 'qr', 'code', 'get', 'get']","['tag', 'white', 'black', 'activity', 'contents', 'displaycontents', 'title', 'format', 'display', 'contents']"
"['dbhelper', 'db', 'helper']","['dbhelper', 'db', 'helper']","['oncreate', 'onupgrade', 'create', 'upgrade']","['author', 'sean', 'owen']","['db', 'version', 'db', 'name', 'table', 'name', 'id', 'col', 'text', 'col', 'format', 'col', 'display', 'col', 'timestamp', 'col']"
"['historyclicklistener', 'history', 'click', 'listener']","['historyclicklistener', 'history', 'click', 'listener']","['onclick', 'click']",[],"['historymanager', 'activity', 'dialogitems', 'items', 'history', 'manager', 'dialog', 'items']"
"['historymanager', 'history', 'manager']","['historymanager', 'history', 'manager']","['historymanager', 'gethistoryitems', 'buildalert', 'addhistoryitem', 'trimhistory', 'buildhistory', 'savehistory', 'massagehistoryfield', 'clearhistory', 'history', 'manager', 'get', 'history', 'items', 'build', 'alert', 'add', 'history', 'item', 'trim', 'history', 'build', 'history', 'save', 'history', 'massage', 'history', 'field', 'clear', 'history']","['manages', 'functionality', 'related', 'scan', 'history', 'author', 'sean', 'owen', 'save', 'item', 'history', 'delete', 'already', 'exists', 'insert', 'todo', 'use', 'parsed', 'result', 'display', 'value', 'builds', 'text', 'representation', 'scanning', 'history', 'scan', 'encoded', 'one', 'line', 'terminated', 'line', 'r', 'values', 'line', 'comma', 'separated', 'quoted', 'quotes', 'within', 'values', 'escaped', 'sequence', 'two', 'quotes', 'fields', 'output', 'ul', 'li', 'raw', 'text', 'li', 'li', 'display', 'text', 'li', 'li', 'format', 'li', 'li', 'timestamp', 'li', 'li', 'formatted', 'version', 'timestamp', 'li', 'ul', 'add', 'timestamp', 'formatted', 'nothing', 'qr', 'code']","['tag', 'activity', 'max', 'items', 'text', 'col', 'projection', 'get', 'item', 'col', 'projection', 'export', 'col', 'projection', 'id', 'col', 'projection', 'export', 'date', 'time', 'format']"
"['addressbookresulthandler', 'address', 'book', 'result', 'handler']","['addressbookresulthandler', 'address', 'book', 'result', 'handler']","['mapindextoaction', 'addressbookresulthandler', 'getbuttoncount', 'getbuttontext', 'handlebuttonpress', 'parsedate', 'getdisplaycontents', 'getdisplaytitle', 'map', 'index', 'action', 'address', 'book', 'result', 'handler', 'get', 'button', 'count', 'get', 'button', 'text', 'handle', 'button', 'press', 'parse', 'date', 'get', 'display', 'contents', 'get', 'display', 'title']","['handles', 'address', 'book', 'entries', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'takes', 'work', 'figuring', 'buttons', 'actions', 'positions', 'based', 'fields', 'present', 'barcode', 'add', 'contact', 'always', 'available', 'overriden', 'hyphenate', 'phone', 'numbers', 'format', 'birthdays', 'bold', 'name', 'bold', 'full', 'name', 'make', 'stand', 'bit']","['fields', 'buttoncount', 'date', 'formats', 'button', 'count']"
"['calendarresulthandler', 'calendar', 'result', 'handler']","['calendarresulthandler', 'calendar', 'result', 'handler']","['calendarresulthandler', 'getbuttoncount', 'getbuttontext', 'handlebuttonpress', 'getdisplaycontents', 'appendtime', 'getdisplaytitle', 'calendar', 'result', 'handler', 'get', 'button', 'count', 'get', 'button', 'text', 'handle', 'button', 'press', 'get', 'display', 'contents', 'append', 'time', 'get', 'display', 'title']","['handles', 'calendar', 'entries', 'encoded', 'qr', 'codes', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'end', 'event', 'duration', 'use', 'start', 'time', 'show', 'year', 'month', 'day', 'string', 'local', 'time', 'utc', 'ends']","['buttons', 'date', 'format', 'date', 'time', 'format']"
"['emailaddressresulthandler', 'email', 'address', 'result', 'handler']","['emailaddressresulthandler', 'email', 'address', 'result', 'handler']","['emailaddressresulthandler', 'getbuttoncount', 'getbuttontext', 'handlebuttonpress', 'getdisplaytitle', 'email', 'address', 'result', 'handler', 'get', 'button', 'count', 'get', 'button', 'text', 'handle', 'button', 'press', 'get', 'display', 'title']","['handles', 'email', 'addresses', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin']",['buttons']
"['georesulthandler', 'geo', 'result', 'handler']","['georesulthandler', 'geo', 'result', 'handler']","['georesulthandler', 'getbuttoncount', 'getbuttontext', 'handlebuttonpress', 'getdisplaytitle', 'geo', 'result', 'handler', 'get', 'button', 'count', 'get', 'button', 'text', 'handle', 'button', 'press', 'get', 'display', 'title']","['handles', 'geographic', 'coordinates', 'typically', 'encoded', 'geo', 'urls', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'ur', 'ls']",['buttons']
